date,ticker,indicator,rsi
2024-01-08,AMZN,RSI,85.4769
2024-01-09,AMZN,RSI,80.0464
2024-01-10,AMZN,RSI,80.0876
2024-01-11,AMZN,RSI,75.6016
2024-01-12,AMZN,RSI,60.6457
2024-01-15,AMZN,RSI,48.7377
2024-01-16,AMZN,RSI,29.7457
2024-01-17,AMZN,RSI,21.8979
2024-01-18,AMZN,RSI,23.5121
2024-01-19,AMZN,RSI,17.0951
2024-01-22,AMZN,RSI,26.4933
2024-01-23,AMZN,RSI,30.6867
2024-01-24,AMZN,RSI,39.1623
2024-01-25,AMZN,RSI,40.193
2024-01-26,AMZN,RSI,43.9098
2024-01-29,AMZN,RSI,52.1942
2024-01-30,AMZN,RSI,54.3151
2024-01-31,AMZN,RSI,56.4193
2024-02-01,AMZN,RSI,71.1452
2024-02-02,AMZN,RSI,65.0271
2024-02-05,AMZN,RSI,69.4878
2024-02-06,AMZN,RSI,72.7106
2024-02-07,AMZN,RSI,74.5082
2024-02-08,AMZN,RSI,77.2218
2024-02-09,AMZN,RSI,67.1012
2024-02-12,AMZN,RSI,68.7831
2024-02-13,AMZN,RSI,60.8735
2024-02-14,AMZN,RSI,54.6673
2024-02-15,AMZN,RSI,53.2127
2024-02-16,AMZN,RSI,48.4972
2024-02-19,AMZN,RSI,40.2416
2024-02-20,AMZN,RSI,41.208
2024-02-21,AMZN,RSI,38.6056
2024-02-22,AMZN,RSI,50.8001
2024-02-23,AMZN,RSI,50.2419
2024-02-26,AMZN,RSI,51.2746
2024-02-27,AMZN,RSI,46.4083
2024-02-28,AMZN,RSI,46.8261
2024-02-29,AMZN,RSI,41.8663
2024-03-01,AMZN,RSI,32.2094
2024-03-04,AMZN,RSI,35.7012
2024-03-05,AMZN,RSI,36.0742
2024-03-06,AMZN,RSI,36.0408
2024-03-07,AMZN,RSI,36.6734
2024-03-08,AMZN,RSI,39.9666
2024-03-11,AMZN,RSI,36.4735
2024-03-12,AMZN,RSI,35.9446
2024-03-13,AMZN,RSI,27.4016
2024-03-14,AMZN,RSI,27.4352
2024-03-15,AMZN,RSI,27.0788
2024-03-18,AMZN,RSI,27.2106
2024-03-19,AMZN,RSI,8.1816
2024-03-20,AMZN,RSI,18.1867
2024-03-21,AMZN,RSI,19.8291
2024-03-22,AMZN,RSI,32.8372
2024-03-25,AMZN,RSI,43.8479
2024-03-26,AMZN,RSI,53.6149
2024-03-27,AMZN,RSI,48.1238
2024-03-28,AMZN,RSI,49.7629
2024-03-29,AMZN,RSI,43.0572
2024-04-01,AMZN,RSI,36.2831
2024-04-02,AMZN,RSI,44.3224
2024-04-03,AMZN,RSI,53.0032
2024-04-04,AMZN,RSI,48.864
2024-04-05,AMZN,RSI,47.203
2024-04-08,AMZN,RSI,54.0086
2024-04-09,AMZN,RSI,54.5216
2024-04-10,AMZN,RSI,49.0134
2024-04-11,AMZN,RSI,38.5922
2024-04-12,AMZN,RSI,37.9932
2024-04-15,AMZN,RSI,27.5788
2024-04-16,AMZN,RSI,28.8893
2024-04-17,AMZN,RSI,30.5868
2024-04-18,AMZN,RSI,35.9381
2024-04-19,AMZN,RSI,37.6715
2024-04-22,AMZN,RSI,29.3669
2024-04-23,AMZN,RSI,24.3807
2024-04-24,AMZN,RSI,29.7959
2024-04-25,AMZN,RSI,29.3233
2024-04-26,AMZN,RSI,29.9087
2024-04-29,AMZN,RSI,28.1504
2024-04-30,AMZN,RSI,46.6347
2024-05-01,AMZN,RSI,60.4333
2024-05-02,AMZN,RSI,63.6375
2024-05-03,AMZN,RSI,74.01
2024-05-06,AMZN,RSI,73.0177
2024-05-07,AMZN,RSI,70.4841
2024-05-08,AMZN,RSI,67.8012
2024-05-09,AMZN,RSI,60.9484
2024-05-10,AMZN,RSI,68.1924
2024-05-13,AMZN,RSI,68.4975
2024-05-14,AMZN,RSI,65.4798
2024-05-15,AMZN,RSI,71.9251
2024-05-16,AMZN,RSI,72.4764
2024-05-17,AMZN,RSI,73.4907
2024-05-20,AMZN,RSI,58.9182
2024-05-21,AMZN,RSI,54.6039
2024-05-22,AMZN,RSI,47.4364
2024-05-23,AMZN,RSI,55.1493
2024-05-24,AMZN,RSI,54.3863
2024-05-27,AMZN,RSI,42.5545
2024-05-28,AMZN,RSI,39.1949
2024-05-29,AMZN,RSI,42.7091
2024-05-30,AMZN,RSI,35.4962
2024-05-31,AMZN,RSI,40.0953
2024-06-03,AMZN,RSI,44.6326
2024-06-04,AMZN,RSI,41.423
2024-06-05,AMZN,RSI,39.8461
2024-06-06,AMZN,RSI,42.0039
2024-06-07,AMZN,RSI,45.6933
2024-06-10,AMZN,RSI,45.729
2024-06-11,AMZN,RSI,41.0819
2024-06-12,AMZN,RSI,45.1858
2024-06-13,AMZN,RSI,49.9481
2024-06-14,AMZN,RSI,60.1713
2024-06-17,AMZN,RSI,67.2476
2024-06-18,AMZN,RSI,69.6097
2024-06-19,AMZN,RSI,67.4461
2024-06-20,AMZN,RSI,55.7376
2024-06-21,AMZN,RSI,47.5804
2024-06-24,AMZN,RSI,49.285
2024-06-25,AMZN,RSI,47.3208
2024-06-26,AMZN,RSI,36.6517
2024-06-27,AMZN,RSI,33.4493
2024-06-28,AMZN,RSI,34.7186
2024-07-01,AMZN,RSI,39.1479
2024-07-02,AMZN,RSI,23.0769
2024-07-03,AMZN,RSI,20.341
2024-07-04,AMZN,RSI,32.6753
2024-07-05,AMZN,RSI,40.3922
2024-07-08,AMZN,RSI,40.6699
2024-07-09,AMZN,RSI,40.7632
2024-07-10,AMZN,RSI,40.6317
2024-07-11,AMZN,RSI,38.4724
2024-07-12,AMZN,RSI,32.4147
2024-07-15,AMZN,RSI,34.3956
2024-07-16,AMZN,RSI,32.9443
2024-07-17,AMZN,RSI,41.3606
2024-07-18,AMZN,RSI,35.0707
2024-07-19,AMZN,RSI,29.1605
2024-07-22,AMZN,RSI,36.3916
2024-07-23,AMZN,RSI,33.1534
2024-07-24,AMZN,RSI,24.7477
2024-07-25,AMZN,RSI,16.2745
2024-07-26,AMZN,RSI,14.6122
2024-07-29,AMZN,RSI,25.5928
2024-07-30,AMZN,RSI,26.1089
2024-07-31,AMZN,RSI,28.5535
2024-08-01,AMZN,RSI,37.7846
2024-08-02,AMZN,RSI,31.8853
2024-08-05,AMZN,RSI,43.8987
2024-08-06,AMZN,RSI,52.4693
2024-08-07,AMZN,RSI,46.8794
2024-08-08,AMZN,RSI,51.6459
2024-08-09,AMZN,RSI,46.7461
2024-08-12,AMZN,RSI,47.4011
2024-08-13,AMZN,RSI,48.7445
2024-08-14,AMZN,RSI,55.0791
2024-08-15,AMZN,RSI,53.3914
2024-08-16,AMZN,RSI,45.4496
2024-08-19,AMZN,RSI,46.2269
2024-08-20,AMZN,RSI,48.8653
2024-08-21,AMZN,RSI,40.9738
2024-08-22,AMZN,RSI,41.6817
2024-08-23,AMZN,RSI,41.439
2024-08-26,AMZN,RSI,27.0767
2024-08-27,AMZN,RSI,35.1101
2024-08-28,AMZN,RSI,34.0582
2024-08-29,AMZN,RSI,40.456
2024-08-30,AMZN,RSI,50.869
2024-09-02,AMZN,RSI,55.3467
2024-09-03,AMZN,RSI,45.1143
2024-09-04,AMZN,RSI,40.7902
2024-09-05,AMZN,RSI,42.5176
2024-09-06,AMZN,RSI,42.2254
2024-09-09,AMZN,RSI,35.0124
2024-09-10,AMZN,RSI,41.8362
2024-09-11,AMZN,RSI,43.7651
2024-09-12,AMZN,RSI,41.3919
2024-09-13,AMZN,RSI,50.9096
2024-09-16,AMZN,RSI,50.4989
2024-09-17,AMZN,RSI,53.4911
2024-09-18,AMZN,RSI,47.2261
2024-09-19,AMZN,RSI,42.6768
2024-09-20,AMZN,RSI,38.4753
2024-09-23,AMZN,RSI,40.0036
2024-09-24,AMZN,RSI,43.858
2024-09-25,AMZN,RSI,43.6528
2024-09-26,AMZN,RSI,43.4749
2024-09-27,AMZN,RSI,54.7858
2024-09-30,AMZN,RSI,47.7954
2024-10-01,AMZN,RSI,59.5618
2024-10-02,AMZN,RSI,47.8386
2024-10-03,AMZN,RSI,46.8479
2024-10-04,AMZN,RSI,43.8914
2024-10-07,AMZN,RSI,41.7576
2024-10-08,AMZN,RSI,44.7055
2024-10-09,AMZN,RSI,40.0267
2024-10-10,AMZN,RSI,46.1727
2024-10-11,AMZN,RSI,57.6073
2024-10-14,AMZN,RSI,63.0557
2024-10-15,AMZN,RSI,63.248
2024-10-16,AMZN,RSI,65.4099
2024-10-17,AMZN,RSI,58.4685
2024-10-18,AMZN,RSI,57.3388
2024-10-21,AMZN,RSI,45.6534
2024-10-22,AMZN,RSI,49.4184
2024-10-23,AMZN,RSI,42.3259
2024-10-24,AMZN,RSI,38.8532
2024-10-25,AMZN,RSI,38.6467
2024-10-28,AMZN,RSI,48.0716
2024-10-29,AMZN,RSI,54.0646
2024-10-30,AMZN,RSI,48.4398
2024-10-31,AMZN,RSI,36.2928
2024-11-01,AMZN,RSI,31.8356
2024-11-04,AMZN,RSI,27.3152
2024-11-05,AMZN,RSI,31.7679
2024-11-06,AMZN,RSI,33.2401
2024-11-07,AMZN,RSI,44.0603
2024-11-08,AMZN,RSI,42.4251
2024-11-11,AMZN,RSI,47.0401
2024-11-12,AMZN,RSI,45.8396
2024-11-13,AMZN,RSI,51.293
2024-11-14,AMZN,RSI,46.7808
2024-11-15,AMZN,RSI,43.2961
2024-11-18,AMZN,RSI,41.3078
2024-11-19,AMZN,RSI,50.0666
2024-11-20,AMZN,RSI,58.6151
2024-11-21,AMZN,RSI,54.8354
2024-11-22,AMZN,RSI,60.2197
2024-11-25,AMZN,RSI,50.9024
2024-11-26,AMZN,RSI,56.4665
2024-11-27,AMZN,RSI,47.539
2024-11-28,AMZN,RSI,59.4716
2024-11-29,AMZN,RSI,58.3567
2024-12-02,AMZN,RSI,59.8323
2024-12-03,AMZN,RSI,59.88
2024-12-04,AMZN,RSI,68.3739
2024-12-05,AMZN,RSI,66.8396
2024-12-06,AMZN,RSI,62.8715
2024-12-09,AMZN,RSI,59.3055
2024-12-10,AMZN,RSI,54.2034
2024-12-11,AMZN,RSI,53.0026
2024-12-12,AMZN,RSI,61.6142
2024-12-13,AMZN,RSI,71.2401
2024-12-16,AMZN,RSI,67.6367
2024-12-17,AMZN,RSI,70.538
2024-12-18,AMZN,RSI,51.4482
2024-12-19,AMZN,RSI,58.8537
2024-12-20,AMZN,RSI,64.4994
2024-12-23,AMZN,RSI,69.8356
2024-12-24,AMZN,RSI,64.7975
2024-12-25,AMZN,RSI,62.8174
2024-12-26,AMZN,RSI,69.8833
2024-12-27,AMZN,RSI,65.448
2024-12-30,AMZN,RSI,62.3063
2024-12-31,AMZN,RSI,72.4581
2025-01-01,AMZN,RSI,70.818
2025-01-02,AMZN,RSI,75.2476
2025-01-03,AMZN,RSI,66.3817
2025-01-06,AMZN,RSI,69.706
2025-01-07,AMZN,RSI,79.3799
2025-01-08,AMZN,RSI,76.9556
2025-01-09,AMZN,RSI,72.4418
2025-01-10,AMZN,RSI,63.2995
2025-01-13,AMZN,RSI,68.2658
2025-01-14,AMZN,RSI,65.6441
2025-01-15,AMZN,RSI,61.4303
2025-01-16,AMZN,RSI,57.0843
2025-01-17,AMZN,RSI,64.3641
2025-01-20,AMZN,RSI,62.7546
2025-01-21,AMZN,RSI,62.8265
2025-01-22,AMZN,RSI,51.8032
2025-01-23,AMZN,RSI,63.392
2025-01-24,AMZN,RSI,60.0438
2025-01-27,AMZN,RSI,47.1365
2025-01-28,AMZN,RSI,40.6884
2025-01-29,AMZN,RSI,39.6055
2025-01-30,AMZN,RSI,38.9778
2025-01-31,AMZN,RSI,32.2797
2025-02-03,AMZN,RSI,37.7725
2025-02-04,AMZN,RSI,37.0444
2025-02-05,AMZN,RSI,42.3546
2025-02-06,AMZN,RSI,32.4097
2025-02-07,AMZN,RSI,25.4255
2025-02-10,AMZN,RSI,36.2879
2025-02-11,AMZN,RSI,38.9325
2025-02-12,AMZN,RSI,32.0526
2025-02-13,AMZN,RSI,28.9063
2025-02-14,AMZN,RSI,40.2531
2025-02-17,AMZN,RSI,45.239
2025-02-18,AMZN,RSI,52.8456
2025-02-19,AMZN,RSI,59.8158
2025-02-20,AMZN,RSI,65.8074
2025-02-21,AMZN,RSI,65.7018
2025-02-24,AMZN,RSI,65.0602
2025-02-25,AMZN,RSI,67.5284
2025-02-26,AMZN,RSI,67.0069
2025-02-27,AMZN,RSI,69.0788
2025-02-28,AMZN,RSI,60.8655
2025-03-03,AMZN,RSI,64.2402
2025-03-04,AMZN,RSI,60.0165
2025-03-05,AMZN,RSI,70.7047
2025-03-06,AMZN,RSI,56.5102
2025-03-07,AMZN,RSI,61.0141
2025-03-10,AMZN,RSI,55.7469
2025-03-11,AMZN,RSI,52.6791
2025-03-12,AMZN,RSI,48.2298
2025-03-13,AMZN,RSI,43.958
2025-03-14,AMZN,RSI,42.9201
2025-03-17,AMZN,RSI,30.8427
2025-03-18,AMZN,RSI,29.7166
2025-03-19,AMZN,RSI,43.8905
2025-03-20,AMZN,RSI,53.5263
2025-03-21,AMZN,RSI,53.091
2025-03-24,AMZN,RSI,62.4175
2025-03-25,AMZN,RSI,50.186
2025-03-26,AMZN,RSI,44.0093
2025-03-27,AMZN,RSI,41.488
2025-03-28,AMZN,RSI,37.2135
2025-03-31,AMZN,RSI,38.1039
2025-04-01,AMZN,RSI,39.1766
2025-04-02,AMZN,RSI,42.3138
2025-04-03,AMZN,RSI,40.94
2025-04-04,AMZN,RSI,42.7883
2025-04-07,AMZN,RSI,45.8787
2025-04-08,AMZN,RSI,37.1999
2025-04-09,AMZN,RSI,29.7076
2025-04-10,AMZN,RSI,35.4604
2025-04-11,AMZN,RSI,28.2083
2025-04-14,AMZN,RSI,44.7889
2025-04-15,AMZN,RSI,53.6119
2025-04-16,AMZN,RSI,59.2984
2025-04-17,AMZN,RSI,68.3596
2025-04-18,AMZN,RSI,67.5277
2025-04-21,AMZN,RSI,69.1209
2025-04-22,AMZN,RSI,63.4671
2025-04-23,AMZN,RSI,53.3543
2025-04-24,AMZN,RSI,39.3287
2025-04-25,AMZN,RSI,44.4262
2025-04-28,AMZN,RSI,47.5555
2025-04-29,AMZN,RSI,55.0539
2025-04-30,AMZN,RSI,50.8802
2025-05-01,AMZN,RSI,47.0585
2025-05-02,AMZN,RSI,39.2477
2025-05-05,AMZN,RSI,41.6511
2025-05-06,AMZN,RSI,35.5242
2025-05-07,AMZN,RSI,42.2745
2025-05-08,AMZN,RSI,50.4387
2025-05-09,AMZN,RSI,49.9895
2025-05-12,AMZN,RSI,50.869
2025-05-13,AMZN,RSI,55.4496
2025-05-14,AMZN,RSI,72.1277
2025-05-15,AMZN,RSI,69.7817
2025-05-16,AMZN,RSI,65.2234
2025-05-19,AMZN,RSI,60.9424
2025-05-20,AMZN,RSI,57.775
2025-05-21,AMZN,RSI,65.6443
2025-05-22,AMZN,RSI,59.3898
2025-05-23,AMZN,RSI,62.937
2025-05-26,AMZN,RSI,67.6824
2025-05-27,AMZN,RSI,66.5802
2025-05-28,AMZN,RSI,57.0936
2025-05-29,AMZN,RSI,53.8093
2025-05-30,AMZN,RSI,47.0686
2025-06-02,AMZN,RSI,58.0494
2025-06-03,AMZN,RSI,44.6493
2025-06-04,AMZN,RSI,41.7249
2025-06-05,AMZN,RSI,43.1765
2025-06-06,AMZN,RSI,40.6767
2025-06-09,AMZN,RSI,35.9519
2025-06-10,AMZN,RSI,34.0381
2025-06-11,AMZN,RSI,45.4581
2025-06-12,AMZN,RSI,36.102
2025-06-13,AMZN,RSI,35.6032
2025-06-16,AMZN,RSI,26.5385
2025-06-17,AMZN,RSI,26.851
2025-06-18,AMZN,RSI,23.9574
2025-06-19,AMZN,RSI,28.2285
2025-06-20,AMZN,RSI,30.1058
2025-06-23,AMZN,RSI,29.563
2025-06-24,AMZN,RSI,30.1177
2025-06-25,AMZN,RSI,25.2173
2025-06-26,AMZN,RSI,31.4416
2025-06-27,AMZN,RSI,38.3446
2025-06-30,AMZN,RSI,35.5674
2025-07-01,AMZN,RSI,29.4983
2025-07-02,AMZN,RSI,26.7487
2025-07-03,AMZN,RSI,24.54
2025-07-04,AMZN,RSI,19.9713
2025-07-07,AMZN,RSI,18.458
2025-07-08,AMZN,RSI,28.9745
2025-07-09,AMZN,RSI,27.4364
2025-07-10,AMZN,RSI,23.7819
2025-07-11,AMZN,RSI,24.4364
2025-07-14,AMZN,RSI,29.8147
2025-07-15,AMZN,RSI,30.994
2025-07-16,AMZN,RSI,25.0149
2025-07-17,AMZN,RSI,25.6781
2025-07-18,AMZN,RSI,41.2088
2025-07-21,AMZN,RSI,43.6668
2025-07-22,AMZN,RSI,46.0162
2025-07-23,AMZN,RSI,53.277
2025-07-24,AMZN,RSI,67.5465
2025-07-25,AMZN,RSI,64.0987
2025-07-28,AMZN,RSI,56.1563
2025-07-29,AMZN,RSI,58.3561
2025-07-30,AMZN,RSI,54.8408
2025-07-31,AMZN,RSI,57.1134
2025-08-01,AMZN,RSI,48.5346
2025-08-04,AMZN,RSI,57.9312
2025-08-05,AMZN,RSI,51.9787
2025-08-06,AMZN,RSI,51.0952
2025-08-07,AMZN,RSI,46.4284
2025-08-08,AMZN,RSI,43.5312
2025-08-11,AMZN,RSI,42.2689
2025-08-12,AMZN,RSI,35.0289
2025-08-13,AMZN,RSI,21.6389
2025-08-14,AMZN,RSI,23.777
2025-08-15,AMZN,RSI,27.562
2025-08-18,AMZN,RSI,24.7769
2025-08-19,AMZN,RSI,30.8919
2025-08-20,AMZN,RSI,32.5947
2025-08-21,AMZN,RSI,38.2386
2025-08-22,AMZN,RSI,38.0893
2025-08-25,AMZN,RSI,42.4683
2025-08-26,AMZN,RSI,40.1816
2025-08-27,AMZN,RSI,30.7329
2025-08-28,AMZN,RSI,30.2082
2025-08-29,AMZN,RSI,33.5735
2025-09-01,AMZN,RSI,36.0333
2025-09-02,AMZN,RSI,29.5238
2025-09-03,AMZN,RSI,30.2657
2025-09-04,AMZN,RSI,31.2101
2025-09-05,AMZN,RSI,37.6374
2025-09-08,AMZN,RSI,40.045
2025-09-09,AMZN,RSI,50.2229
2025-09-10,AMZN,RSI,52.7973
2025-09-11,AMZN,RSI,52.611
2025-09-12,AMZN,RSI,58.0119
2025-09-15,AMZN,RSI,67.506
2025-09-16,AMZN,RSI,74.8037
2025-09-17,AMZN,RSI,77.5113
2025-09-18,AMZN,RSI,79.0497
2025-09-19,AMZN,RSI,82.1598
2025-09-22,AMZN,RSI,94.3079
2025-09-23,AMZN,RSI,95.3645
2025-09-24,AMZN,RSI,95.4963
2025-09-25,AMZN,RSI,89.9252
2025-09-26,AMZN,RSI,87.6941
2025-09-29,AMZN,RSI,69.0758
2025-09-30,AMZN,RSI,71.41
2025-10-01,AMZN,RSI,67.2797
2025-10-02,AMZN,RSI,66.5913
2025-10-03,AMZN,RSI,66.2197
2025-10-06,AMZN,RSI,61.4061
2025-10-07,AMZN,RSI,63.3656
2025-10-08,AMZN,RSI,53.8122
2025-10-09,AMZN,RSI,62.9959
2025-10-10,AMZN,RSI,66.0613
2025-10-13,AMZN,RSI,68.0793
2025-10-14,AMZN,RSI,70.0047
2025-10-15,AMZN,RSI,67.4897
2025-10-16,AMZN,RSI,66.9746
2025-10-17,AMZN,RSI,80.3709
2025-10-20,AMZN,RSI,67.902
2025-10-21,AMZN,RSI,69.9483
2025-10-22,AMZN,RSI,70.2018
2025-10-23,AMZN,RSI,71.4816
2025-10-24,AMZN,RSI,64.1597
2025-10-27,AMZN,RSI,64.7664
2025-10-28,AMZN,RSI,67.0879
2025-10-29,AMZN,RSI,60.1487
2025-10-30,AMZN,RSI,52.3982
2025-10-31,AMZN,RSI,48.1965
2025-11-03,AMZN,RSI,44.6519
2025-11-04,AMZN,RSI,44.9184
2025-11-05,AMZN,RSI,48.3696
2025-11-06,AMZN,RSI,41.0557
2025-11-07,AMZN,RSI,43.2128
2025-11-10,AMZN,RSI,39.2976
2025-11-11,AMZN,RSI,38.3334
2025-11-12,AMZN,RSI,26.9561
2025-11-13,AMZN,RSI,31.6775
2025-11-14,AMZN,RSI,24.3982
2025-11-17,AMZN,RSI,34.1336
2025-11-18,AMZN,RSI,34.6999
2025-11-19,AMZN,RSI,35.5829
2025-11-20,AMZN,RSI,40.9164
2025-11-21,AMZN,RSI,41.2924
2025-11-24,AMZN,RSI,39.816
2025-11-25,AMZN,RSI,30.9509
2025-11-26,AMZN,RSI,30.9006
2025-11-27,AMZN,RSI,34.8624
2025-11-28,AMZN,RSI,34.0187
2025-12-01,AMZN,RSI,36.5601
2025-12-02,AMZN,RSI,31.9086
2025-12-03,AMZN,RSI,27.4837
2025-12-04,AMZN,RSI,22.0068
2025-12-05,AMZN,RSI,12.9339
2025-12-08,AMZN,RSI,11.7592
2025-12-09,AMZN,RSI,12.3659
2025-12-10,AMZN,RSI,11.174
2025-12-11,AMZN,RSI,6.6111
2025-12-12,AMZN,RSI,9.1881
2025-12-15,AMZN,RSI,9.5134
2025-12-16,AMZN,RSI,22.4462
2025-12-17,AMZN,RSI,26.4249
2025-12-18,AMZN,RSI,26.4785
2025-12-19,AMZN,RSI,21.6895
2025-12-22,AMZN,RSI,27.2836
2025-12-23,AMZN,RSI,43.4765
2025-12-24,AMZN,RSI,42.1349
2025-12-25,AMZN,RSI,47.8426
2025-12-26,AMZN,RSI,57.2944
2025-12-29,AMZN,RSI,68.6509
2025-12-30,AMZN,RSI,75.7131
2025-12-31,AMZN,RSI,79.1807
2026-01-01,AMZN,RSI,76.7031
2026-01-02,AMZN,RSI,83.0515
2026-01-05,AMZN,RSI,78.4053
2026-01-06,AMZN,RSI,81.3632
2026-01-07,AMZN,RSI,88.698
2026-01-08,AMZN,RSI,84.4939
2026-01-09,AMZN,RSI,80.0315
2026-01-12,AMZN,RSI,66.7973
2026-01-13,AMZN,RSI,72.9126
2026-01-14,AMZN,RSI,64.333
2026-01-15,AMZN,RSI,68.0062
2026-01-16,AMZN,RSI,54.7531
2026-01-19,AMZN,RSI,49.0363
2026-01-20,AMZN,RSI,53.9105
2026-01-21,AMZN,RSI,45.1491
2026-01-22,AMZN,RSI,51.1969
2026-01-23,AMZN,RSI,50.2566
2026-01-26,AMZN,RSI,43.8518
2026-01-27,AMZN,RSI,46.0734
2026-01-28,AMZN,RSI,50.694
2026-01-29,AMZN,RSI,53.6751
2026-01-30,AMZN,RSI,62.7812
2026-02-02,AMZN,RSI,62.7617
2026-02-03,AMZN,RSI,71.664
2026-02-04,AMZN,RSI,70.5499
2026-02-05,AMZN,RSI,81.6679
2026-02-06,AMZN,RSI,82.7884
2026-02-09,AMZN,RSI,70.6399
2026-02-10,AMZN,RSI,85.0431
2026-02-11,AMZN,RSI,79.4697
2026-02-12,AMZN,RSI,83.5994
2026-02-13,AMZN,RSI,83.4955
2026-02-16,AMZN,RSI,84.1701
2026-02-17,AMZN,RSI,79.5041
2026-02-18,AMZN,RSI,80.0564
2026-02-19,AMZN,RSI,77.4878
2026-02-20,AMZN,RSI,79.1781
2026-02-23,AMZN,RSI,77.574
2026-02-24,AMZN,RSI,78.3518
2026-02-25,AMZN,RSI,63.9277
2026-02-26,AMZN,RSI,61.4278
2026-02-27,AMZN,RSI,70.8457
2026-03-02,AMZN,RSI,64.9074
2026-03-03,AMZN,RSI,71.1688
2026-03-04,AMZN,RSI,64.4854
2026-03-05,AMZN,RSI,64.5741
2026-03-06,AMZN,RSI,65.1983
2026-03-09,AMZN,RSI,55.8606
2026-03-10,AMZN,RSI,55.7842
2026-03-11,AMZN,RSI,55.375
2026-03-12,AMZN,RSI,44.6961
2026-03-13,AMZN,RSI,44.1444
2026-03-16,AMZN,RSI,45.4609
2026-03-17,AMZN,RSI,61.0796
2026-03-18,AMZN,RSI,60.7591
2026-03-19,AMZN,RSI,62.5729
2026-03-20,AMZN,RSI,64.8219
2026-03-23,AMZN,RSI,61.0887
2026-03-24,AMZN,RSI,59.0552
2026-03-25,AMZN,RSI,55.4756
2026-03-26,AMZN,RSI,54.1553
2026-03-27,AMZN,RSI,68.4413
2026-03-30,AMZN,RSI,58.395
2026-03-31,AMZN,RSI,50.7023
2026-04-01,AMZN,RSI,58.922
2026-04-02,AMZN,RSI,54.6678
2026-04-03,AMZN,RSI,50.6397
2026-04-06,AMZN,RSI,51.6427
2026-04-07,AMZN,RSI,46.0995
2026-04-08,AMZN,RSI,41.2312
2026-04-09,AMZN,RSI,34.9358
2026-04-10,AMZN,RSI,37.8148
2026-04-13,AMZN,RSI,47.9038
2026-04-14,AMZN,RSI,44.8608
2026-04-15,AMZN,RSI,43.4069
2026-04-16,AMZN,RSI,48.5578
2026-04-17,AMZN,RSI,52.5001
2026-04-20,AMZN,RSI,61.2734
2026-04-21,AMZN,RSI,59.5931
2026-04-22,AMZN,RSI,64.8525
2026-04-23,AMZN,RSI,65.922
2026-04-24,AMZN,RSI,63.3274
2026-04-27,AMZN,RSI,65.6043
2026-04-28,AMZN,RSI,69.7034
2026-04-29,AMZN,RSI,74.4011
2026-04-30,AMZN,RSI,73.9635
2026-05-01,AMZN,RSI,59.5613
2026-05-04,AMZN,RSI,67.5276
2026-05-05,AMZN,RSI,66.2051
2026-05-06,AMZN,RSI,53.4907
2026-05-07,AMZN,RSI,52.4311
2026-05-08,AMZN,RSI,45.881
2026-05-11,AMZN,RSI,46.8082
2026-05-12,AMZN,RSI,45.8645
2026-05-13,AMZN,RSI,36.3403
2026-05-14,AMZN,RSI,34.9843
2026-05-15,AMZN,RSI,38.3122
2026-05-18,AMZN,RSI,35.0651
2026-05-19,AMZN,RSI,24.4393
2026-05-20,AMZN,RSI,20.6391
2026-05-21,AMZN,RSI,22.6979
2026-05-22,AMZN,RSI,21.6808
2026-05-25,AMZN,RSI,20.0054
2026-05-26,AMZN,RSI,24.7282
2026-05-27,AMZN,RSI,25.3379
2026-05-28,AMZN,RSI,29.3641
2026-05-29,AMZN,RSI,20.7395
2026-06-01,AMZN,RSI,41.484
2026-06-02,AMZN,RSI,46.491
2026-06-03,AMZN,RSI,40.7556
2026-06-04,AMZN,RSI,58.3979
2026-06-05,AMZN,RSI,58.0877
2026-06-08,AMZN,RSI,53.0076
2026-06-09,AMZN,RSI,59.9054
2026-06-10,AMZN,RSI,59.0424
2026-06-11,AMZN,RSI,64.4728
2026-06-12,AMZN,RSI,63.3758
2026-06-15,AMZN,RSI,60.8221
2026-06-16,AMZN,RSI,65.9976
2026-06-17,AMZN,RSI,69.1595
2026-06-18,AMZN,RSI,72.6752
2026-06-19,AMZN,RSI,68.8057
2026-06-22,AMZN,RSI,70.2924
2026-06-23,AMZN,RSI,74.5672
2026-06-24,AMZN,RSI,70.4109
2026-06-25,AMZN,RSI,69.6691
2026-06-26,AMZN,RSI,83.1554
2026-06-29,AMZN,RSI,83.3381
2026-06-30,AMZN,RSI,90.4493
2026-07-01,AMZN,RSI,89.8967
2026-07-02,AMZN,RSI,91.7104
2026-07-03,AMZN,RSI,83.687
2026-07-06,AMZN,RSI,80.3688
2026-07-07,AMZN,RSI,79.7006
2026-07-08,AMZN,RSI,73.4324
2026-07-09,AMZN,RSI,73.2091
2026-07-10,AMZN,RSI,77.2024
2026-07-13,AMZN,RSI,77.8164
2026-07-14,AMZN,RSI,76.4169
2026-07-15,AMZN,RSI,76.5584
2026-07-16,AMZN,RSI,55.4157
2026-07-17,AMZN,RSI,60.8033
2026-07-20,AMZN,RSI,58.649
2026-07-21,AMZN,RSI,56.6701
2026-07-22,AMZN,RSI,53.3465
2026-07-23,AMZN,RSI,59.2439
2026-07-24,AMZN,RSI,67.3568
2026-07-27,AMZN,RSI,71.4859
2026-07-28,AMZN,RSI,75.7956
2026-07-29,AMZN,RSI,74.1581
